url,Property ID,Price,State of the property,Availability,Number of bedrooms,Livable surface,Furnished,Attic,Garage,Number of garages,Kitchen equipment,Kitchen type,Number of bathrooms,Number of showers,Number of toilets,Type of heating,Type of glazing,Elevator,Number of facades,Garden,Surface garden,Terrace,Surface terrace,Total land surface,Swimming pool
https://immovlan.be/en/detail/studio/for-sale/4000/liege/vbd20021,vbd20021,175 000 €,New,On contract,0,51 m²,,,,,,,1,,1,,,,,No,,No,,,
https://immovlan.be/en/detail/apartment/for-sale/1410/waterloo/vbd30235,vbd30235,415 000 €,New,On contract,1,70 m²,No,,Yes,,Super equipped,,1,1,1,,,Yes,2,Yes,,Yes,20 m²,,Yes
https://immovlan.be/en/detail/residence/for-sale/1501/buizingen/vbd46297,vbd46297,399 000 €,,,2,129 m²,,,Yes,,,,1,1,1,Gas,Double glass,,4,Yes,,,,,
https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd36813,vbd36813,229 000 €,New,,2,82 m²,,,,,,,,,,,,Yes,3,No,,Yes,8 m²,,
https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbb60643,vbb60643,320 000 €,New,,3,106 m²,,,,,,,,1,1,,,,,Yes,,Yes,6 m²,,
https://immovlan.be/en/detail/apartment/for-sale/1400/nivelles/vbd46661,vbd46661,185 000 €,Excellent,,1,56 m²,No,,,,,,,1,1,Gas,,Yes,4,No,,Yes,7 m²,,
https://immovlan.be/en/detail/residence/for-sale/6830/bouillon/vbd11776,vbd11776,190 000 €,,,5,142 m²,No,Yes,Yes,1,,,,1,3,Fuel oil,,No,3,Yes,,Yes,,320 m²,
https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbd48568,vbd48568,,New,,4,167 m²,No,,,,Super equipped,,3,,3,,Double glass,,3,Yes,,Yes,,,
https://immovlan.be/en/detail/apartment/for-sale/1480/tubize/vbd36992,vbd36992,329 000 €,New,,3,113 m²,,,,,,,,,,,,Yes,2,No,,Yes,9 m²,,
https://immovlan.be/en/detail/residence/for-sale/9810/nazareth/rbu64988,rbu64988,327 850 €,To be renovated,On contract,3,185 m²,No,Yes,Yes,1,Super equipped,,1,1,2,Fuel oil,Double glass,No,4,Yes,315 m²,Yes,21 m²,683 m²,No
https://immovlan.be/en/detail/investment-property/for-sale/8560/wevelgem/rbu62634,rbu62634,1 475 000 €,New,On contract,12,,,,Yes,6,Super equipped,,6,6,12,Hot air,Double glass,No,4,,,Yes,,624 m²,
https://immovlan.be/en/detail/apartment/for-sale/1170/watermaal-bosvoorde/vbd46746,vbd46746,679 000 €,New,On contract,3,150 m²,,,,,,Independent,2,5,,Gas,Double glass,Yes,2,No,,Yes,6 m²,,No
https://immovlan.be/en/detail/apartment/for-sale/8900/ieper/rbt86438,rbt86438,224 250 €,New,,1,71 m²,,No,Yes,,,,1,,1,,Double glass,Yes,2,No,,Yes,,,No
https://immovlan.be/en/detail/apartment/for-sale/6790/aubange/vbd34109,vbd34109,229 900 €,Excellent,Immediately,2,77 m²,No,,Yes,,Fully equipped,Western kitchen,1,,1,,Triple glass,Yes,4,No,,No,,,No
https://immovlan.be/en/detail/residence/for-sale/5001/belgrade/vbc54869,vbc54869,365 000 €,New,,3,203 m²,No,Yes,Yes,1,Not equipped,,,1,2,Gas,,No,2,Yes,,Yes,,298 m²,
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbc71246,vbc71246,,New,,1,69 m²,No,,,,,,1,,1,Hot air,Double glass,Yes,4,No,,Yes,6 m²,,No
https://immovlan.be/en/detail/apartment/for-sale/1982/elewijt/rbu46377,rbu46377,537 720 €,New,On contract,3,170 m²,No,,Yes,,,,1,,2,Gas,,Yes,4,Yes,,Yes,21 m²,,
https://immovlan.be/en/detail/apartment/for-sale/9600/ronse/rbu41545,rbu41545,199 000 €,Excellent,On contract,1,83 m²,,,,,,,1,1,1,Gas,Double glass,Yes,2,Yes,,Yes,11 m²,,
https://immovlan.be/en/detail/residence/for-sale/9420/erpe-mere/rbu61502,rbu61502,460 000 €,,,4,178 m²,,,,,,,1,,2,,,,,Yes,355 m²,No,,,
https://immovlan.be/en/detail/residence/for-sale/6830/bouillon/vbd11793,vbd11793,145 000 €,To be renovated,Immediately,3,270 m²,No,Yes,,,,,,,3,,Simple glass,No,,No,,No,,,
https://immovlan.be/en/detail/residence/for-sale/9450/denderhoutem/rbu66306,rbu66306,125 000 €,To be renovated,On contract,1,80 m²,No,No,,,,,1,,,,,No,2,Yes,,Yes,,168 m²,No
https://immovlan.be/en/detail/commercial-building/for-sale/1800/vilvoorde/rbu66908,rbu66908,150 000 €,,On contract,,,,,,,,,,,,,Double glass,,,,,Yes,34 m²,,
https://immovlan.be/en/detail/residence/for-sale/6700/arlon/vbd16229,vbd16229,310 000 €,To be renovated,,3,146 m²,No,Yes,Yes,1,,,1,1,3,Fuel oil,,No,2,Yes,267 m²,Yes,,267 m²,
https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd32597,vbd32597,320 000 €,New,,3,110 m²,,,,,,,,,,,,Yes,2,No,,Yes,50 m²,,
https://immovlan.be/en/detail/land/for-sale/6950/nassogne/vbd36859,vbd36859,75 000 €,,,,,,,,,,,,,,,,,,,,,,694 m²,
https://immovlan.be/en/detail/apartment/for-sale/1500/halle/rbt30063,rbt30063,275 000 €,Normal,,1,62 m²,No,,,,Fully equipped,Western kitchen,1,,1,Gas,Double glass,Yes,2,,,Yes,,,No
https://immovlan.be/en/detail/apartment/for-sale/1654/huizingen/rbu60363,rbu60363,360 000 €,,,2,110 m²,,,,,,,1,,,,Double glass,Yes,2,Yes,,Yes,18 m²,,
https://immovlan.be/en/detail/apartment/for-sale/2440/geel/rbu66861,rbu66861,195 000 €,Excellent,,1,59 m²,,,,,,,1,,,Gas,,,4,,,Yes,24 m²,,
https://immovlan.be/en/detail/residence/for-sale/3530/houthalen-helchteren/rbu65967,rbu65967,449 000 €,,On contract,3,359 m²,,,Yes,,Super equipped,,1,,,Gas,Double glass,,4,Yes,,Yes,,6932 m²,
https://immovlan.be/en/detail/apartment/for-sale/1500/halle/rbi57522,rbi57522,262 000 €,New,,1,82 m²,,,,,Fully equipped,,1,,,,,Yes,,,,Yes,10 m²,,
https://immovlan.be/en/detail/villa/for-sale/6470/sivry-rance/vbd38998,vbd38998,797 000 €,Excellent,On contract,5,350 m²,No,,Yes,1,Super equipped,,2,,3,Fuel oil,Double glass,No,4,Yes,5747 m²,Yes,130 m²,6145 m²,Yes
https://immovlan.be/en/detail/apartment/for-sale/8610/kortemark/rbu65544,rbu65544,285 845 €,New,,2,91 m²,,,Yes,,,,1,,,,,Yes,2,Yes,,Yes,,,
https://immovlan.be/en/detail/apartment/for-sale/2580/beerzel/rbu65671,rbu65671,315 000 €,New,,2,90 m²,,,Yes,,,,1,,1,,Double glass,Yes,,Yes,,Yes,,,
https://immovlan.be/en/detail/land/for-sale/9600/ronse/rbu60077,rbu60077,180 000 €,,,,,,,,,,,,,,,,,,,,,,1514 m²,
https://immovlan.be/en/detail/residence/for-sale/9800/deinze/rbu42298,rbu42298,521 200 €,,,3,175 m²,,Yes,Yes,,,,1,,2,,,,,Yes,53 m²,Yes,12 m²,,
https://immovlan.be/en/detail/commercial-building/for-sale/1570/galmaarden/rbu50976,rbu50976,499 000 €,,,4,,,,,,,,2,,1,Gas,,,,,,,,345 m²,
https://immovlan.be/en/detail/apartment/for-sale/4800/verviers/vbc73805,vbc73805,189 000 €,New,,1,56 m²,No,,,,,,1,,1,,,Yes,2,No,,Yes,6 m²,,
https://immovlan.be/en/detail/land/for-sale/6230/pont-a-celles/vbd49230,vbd49230,65 000 €,,On contract,,,,,,,,,,,,,,,,,,,,460 m²,
https://immovlan.be/en/detail/ground-floor/for-sale/4031/angleur/vbd49903,vbd49903,,New,,2,70 m²,No,,,,,,1,,,,Double glass,Yes,2,,,Yes,16 m²,,
https://immovlan.be/en/detail/residence/for-sale/3630/maasmechelen/rbu58870,rbu58870,490 000 €,Normal,,3,150 m²,,,,,,,1,,,,,,4,Yes,,Yes,,500 m²,
https://immovlan.be/en/detail/apartment/for-sale/1200/sint-lambrechts-woluwe/vbd48122,vbd48122,790 000 €,New,,3,130 m²,No,,Yes,1,Super equipped,,2,,2,Hot air,Double glass,Yes,4,No,,Yes,17 m²,,No
https://immovlan.be/en/detail/apartment/for-sale/5030/gembloux/vbd40110,vbd40110,399 000 €,New,,2,105 m²,No,,Yes,,,Independent,,,,Hot air,Double glass,Yes,,Yes,25 m²,Yes,12 m²,,
https://immovlan.be/en/detail/residence/for-sale/9308/gijzegem/rbu59394,rbu59394,369 000 €,Excellent,On contract,4,192 m²,,Yes,,,Super equipped,,1,1,1,Gas,Double glass,,2,Yes,85 m²,Yes,30 m²,230 m²,
https://immovlan.be/en/detail/apartment/for-sale/2800/mechelen/rbu65677,rbu65677,298 000 €,Excellent,,2,88 m²,,,,,,,1,,1,Gas,Double glass,Yes,2,No,,No,,,
https://immovlan.be/en/detail/residence/for-sale/7041/givry/vbb39998,vbb39998,339 000 €,New,From 01/09/2026,3,141 m²,No,,Yes,1,Not equipped,,1,1,,Not specified,,No,3,Yes,,Yes,,432 m²,
https://immovlan.be/en/detail/apartment/for-sale/2620/hemiksem/rbu60757,rbu60757,249 000 €,Normal,,3,88 m²,,No,,,,,1,,,Gas,Double glass,Yes,,No,,Yes,8 m²,,
https://immovlan.be/en/detail/apartment/for-sale/6000/charleroi/vbd34802,vbd34802,106 000 €,Normal,,1,76 m²,No,,,,,,,1,1,Fuel oil,,Yes,,No,,Yes,1 m²,,
https://immovlan.be/en/detail/industrial-building/for-sale/8000/brugge/rbu66785,rbu66785,665 528 €,New,,,,,,,,,Independent,,,1,Not specified,Double glass,No,,,,,,411 m²,
https://immovlan.be/en/detail/apartment/for-sale/2840/rumst/rbu62600,rbu62600,317 900 €,,,2,92 m²,,,,,,,1,,1,,,,,No,,Yes,30 m²,,
https://immovlan.be/en/detail/commercial-building/for-sale/1000/brussels/vbd47313,vbd47313,110 000 €,,,,,,,,,,,,,1,Not specified,,No,,,,,,,
https://immovlan.be/en/detail/garage/for-sale/8620/nieuwpoort/rbu58978,rbu58978,35 000 €,,On contract,,,,,,,,,,,,,,,,,,,,20 m²,
https://immovlan.be/en/detail/residence/for-sale/3550/heusden-zolder/rbu58849,rbu58849,399 000 €,,,3,148 m²,No,,,,,,1,,,Hot air,,,3,Yes,,Yes,,595 m²,
https://immovlan.be/en/detail/residence/for-sale/2580/putte/vbd48955,vbd48955,568 373 €,New,,3,165 m²,,,Yes,1,,,1,,2,,,,4,,,,,760 m²,
https://immovlan.be/en/detail/residence/for-sale/1341/ceroux-mousty/vbd21310,vbd21310,350 000 €,To be renovated,Immediately,3,149 m²,No,,Yes,1,,,,1,1,Fuel oil,,No,4,Yes,,Yes,,840 m²,
https://immovlan.be/en/detail/residence/for-sale/8710/ooigem/rbu61023,rbu61023,849 000 €,Normal,On contract,5,,No,Yes,Yes,1,,,2,,4,Not specified,,No,4,Yes,,No,,1330 m²,
https://immovlan.be/en/detail/residence/for-sale/2140/antwerp/rbu65225,rbu65225,424 000 €,,On contract,3,132 m²,,,Yes,1,,,1,,,Gas,,No,2,Yes,,No,,207 m²,
https://immovlan.be/en/detail/residence/for-sale/3520/zonhoven/rbt86810,rbt86810,432 948 €,New,,3,260 m²,No,,Yes,1,,,1,,,Electricity,,No,2,No,,No,,367 m²,
https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbb01677,vbb01677,399 000 €,New,,2,117 m²,,,Yes,,,Independent,1,,1,Gas,Double glass,Yes,,,,Yes,8 m²,,
https://immovlan.be/en/detail/apartment/for-sale/8620/nieuwpoort/rbu65118,rbu65118,425 000 €,,,2,81 m²,,,,,,,1,,2,Gas,Double glass,Yes,,No,,Yes,,,
https://immovlan.be/en/detail/loft/for-sale/8400/oostende/rbl21369,rbl21369,649 000 €,New,,2,177 m²,,No,,,,,2,,2,,Double glass,Yes,2,No,,Yes,12 m²,,No
https://immovlan.be/en/detail/residence/for-sale/5530/yvoir/vbd46643,vbd46643,595 000 €,Excellent,On contract,4,220 m²,No,,,,Fully equipped,Western kitchen,2,2,1,Fuel oil,Double glass,No,4,Yes,3300 m²,Yes,,3560 m²,Yes
https://immovlan.be/en/detail/apartment/for-sale/9050/ledeberg/rbu64643,rbu64643,280 000 €,Normal,,2,100 m²,,,,,,,,,1,Gas,Double glass,Yes,2,Yes,,Yes,24 m²,,
https://immovlan.be/en/detail/apartment/for-sale/1200/sint-lambrechts-woluwe/vbd48025,vbd48025,860 000 €,New,,3,130 m²,No,,Yes,1,Super equipped,,2,1,2,Hot air,Double glass,Yes,2,Yes,,Yes,19 m²,,No
https://immovlan.be/en/detail/garage/for-sale/1083/ganshoren/vwd15536,vwd15536,27 500 €,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/investment-property/for-sale/2300/turnhout/rbu60920,rbu60920,935 000 €,Normal,Immediately,11,,,,Yes,6,,,6,,6,Gas,,No,2,,,Yes,,,
https://immovlan.be/en/detail/apartment/for-sale/2440/geel/rbu51436,rbu51436,223 000 €,New,Immediately,1,65 m²,No,,Yes,,,,1,,1,,,Yes,2,No,,Yes,16 m²,,
https://immovlan.be/en/detail/penthouse/for-sale/8500/kortrijk/rwc41100,rwc41100,309 500 €,Excellent,,2,90 m²,,,,,,,,,,Not specified,,,,,,Yes,,,
https://immovlan.be/en/detail/residence/for-sale/5100/jambes/vbd39688,vbd39688,495 000 €,Normal,,4,208 m²,No,,Yes,1,,,1,2,2,Gas,,No,4,Yes,994 m²,Yes,30 m²,994 m²,
https://immovlan.be/en/detail/apartment/for-sale/1348/louvain-la-neuve/vbd28595,vbd28595,680 000 €,New,,3,135 m²,No,,,,,,2,,2,Gas,Double glass,Yes,,No,,Yes,68 m²,,
https://immovlan.be/en/detail/ground-floor/for-sale/3740/beverst/rbt20145,rbt20145,,New,,2,96 m²,No,,Yes,,,,1,,1,Not specified,,Yes,,No,,Yes,34 m²,,
https://immovlan.be/en/detail/residence/for-sale/6044/roux/vbd39703,vbd39703,139 000 €,Normal,,3,195 m²,No,Yes,,,,,1,,1,Gas,,No,2,Yes,,Yes,,500 m²,
https://immovlan.be/en/detail/apartment/for-sale/1200/sint-lambrechts-woluwe/vbd48144,vbd48144,515 000 €,New,,1,80 m²,No,,Yes,1,Super equipped,,1,,1,Hot air,Double glass,Yes,4,No,,Yes,14 m²,,No
https://immovlan.be/en/detail/residence/for-sale/3840/rijkel/rbs14523,rbs14523,247 500 €,New,,1,89 m²,No,,,,,,1,,,Electricity,,No,,Yes,,Yes,20 m²,,
https://immovlan.be/en/detail/residence/for-sale/9200/dendermonde/rbu62100,rbu62100,675 000 €,To be renovated,,6,599 m²,,Yes,Yes,1,,,3,,,Gas,Simple glass,No,,No,,No,,355 m²,
https://immovlan.be/en/detail/apartment/for-sale/8700/tielt/rbu66921,rbu66921,255 062 €,,,2,82 m²,,,Yes,,,,,,,,,Yes,,No,,Yes,,,
https://immovlan.be/en/detail/apartment/for-sale/2440/geel/rbu51387,rbu51387,293 800 €,New,Immediately,2,92 m²,No,,Yes,,,,1,,1,,,Yes,2,No,,Yes,10 m²,,
https://immovlan.be/en/detail/residence/for-sale/3570/alken/rbu55734,rbu55734,435 000 €,,,3,235 m²,,,Yes,1,,,1,,,Fuel oil,Double glass,,4,Yes,,Yes,26 m²,1102 m²,
https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbd26845,vbd26845,325 000 €,,Immediately,3,190 m²,No,,,,,,1,,1,Gas,,No,3,No,,Yes,8 m²,150 m²,
https://immovlan.be/en/detail/residence/for-sale/1460/ittre/vbd49095,vbd49095,406 635 €,New,,3,165 m²,No,Yes,Yes,,Super equipped,,1,,2,Hot air,,No,3,Yes,,Yes,,378 m²,No
https://immovlan.be/en/detail/land/for-sale/1490/court-saint-etienne/vbd44103,vbd44103,255 000 €,,On contract,,,,,,,,,,,,,,,,,,,,1750 m²,
https://immovlan.be/en/detail/residence/for-sale/5660/aublain/vbd45573,vbd45573,344 500 €,,,4,143 m²,No,,Yes,,,,1,,2,Not specified,,No,,No,,No,,435 m²,
https://immovlan.be/en/detail/residence/for-sale/6747/chatillon/vbd17658,vbd17658,399 900 €,New,,3,147 m²,No,,Yes,1,Fully equipped,Western kitchen,1,1,2,Hot air,Triple glass,No,3,Yes,216 m²,Yes,9 m²,409 m²,No
https://immovlan.be/en/detail/investment-property/for-sale/7000/mons/vbd33383,vbd33383,190 000 €,,,1,,,,,,,,2,,,Gas,Double glass,,,,,,,95 m²,
https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbc90738,vbc90738,258 252 €,New,,1,73 m²,,,,,,,1,,1,,,,,No,,Yes,9 m²,,
https://immovlan.be/en/detail/apartment/for-sale/5590/ciney/vbd47014,vbd47014,275 000 €,,,3,121 m²,No,,,,,,,1,1,Electricity,,Yes,,No,,Yes,,,
https://immovlan.be/en/detail/residence/for-sale/6687/bertogne/vbd07771,vbd07771,80 000 €,To be renovated,On contract,1,60 m²,No,Yes,Yes,1,,,,,1,Not specified,,No,4,Yes,,No,,807 m²,
https://immovlan.be/en/detail/apartment/for-sale/4430/ans/vaz50060,vaz50060,284 700 €,New,,2,99 m²,,,,,,,1,,,,,,,,,Yes,6 m²,,
https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbb60644,vbb60644,210 000 €,New,,1,68 m²,,,,,,,,1,1,,,,,Yes,,Yes,6 m²,,
https://immovlan.be/en/detail/residence/for-sale/9800/deinze/rbu65316,rbu65316,394 500 €,New,,4,174 m²,,,Yes,1,,,,,,,Double glass,,3,Yes,,Yes,,267 m²,
https://immovlan.be/en/detail/residence/for-sale/8530/harelbeke/rbu50783,rbu50783,165 000 €,,On contract,2,126 m²,,Yes,,,,,1,,1,Gas,,No,2,Yes,,No,,204 m²,
https://immovlan.be/en/detail/residence/for-sale/5001/belgrade/vbc54875,vbc54875,399 000 €,New,From 30/05/2026,3,159 m²,No,,,,Not equipped,,1,,2,Gas,,No,3,Yes,,Yes,,483 m²,
https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbu60263,rbu60263,349 000 €,,,,70 m²,,,,,,,,,,,,Yes,2,No,,Yes,,,Yes
https://immovlan.be/en/detail/development-site/for-sale/3920/lommel/rbu49574,rbu49574,440 000 €,,,,,,,,,,,,,,,,,,,,,,707 m²,
https://immovlan.be/en/detail/residence/for-sale/6840/neufchateau/vbd20488,vbd20488,529 000 €,Excellent,Immediately,5,195 m²,No,Yes,Yes,1,Super equipped,,1,1,3,Fuel oil,Double glass,No,4,Yes,550 m²,Yes,35 m²,932 m²,No
https://immovlan.be/en/detail/residence/for-sale/9870/olsene/rbu60203,rbu60203,473 000 €,New,Immediately,3,160 m²,No,Yes,Yes,1,Super equipped,,1,1,2,Hot air,Double glass,No,3,Yes,,Yes,,350 m²,No
https://immovlan.be/en/detail/ground-floor/for-sale/4000/liege/vwd11927,vwd11927,420 000 €,,From 01/02/2025,2,191 m²,,,,,,,,,,Not specified,,,3,,200 m²,,59 m²,,
https://immovlan.be/en/detail/residence/for-sale/9420/erpe-mere/rbu61504,rbu61504,490 000 €,,,3,161 m²,,,Yes,,,,1,,2,,,,,Yes,679 m²,No,,,
https://immovlan.be/en/detail/investment-property/for-sale/4100/seraing/vbd49259,vbd49259,155 000 €,To be renovated,,,,,,,,,,,,,Fuel oil,,No,4,,,Yes,,2970 m²,
https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36849,vbd36849,239 000 €,New,,2,85 m²,,,,,,,,,,,,No,2,No,,Yes,13 m²,,
https://immovlan.be/en/detail/residence/for-sale/1390/biez/vbd47971,vbd47971,1 250 000 €,,On contract,6,396 m²,No,Yes,Yes,2,Super equipped,,2,1,2,Fuel oil,Double glass,No,4,Yes,,Yes,,11082 m²,No
https://immovlan.be/en/detail/mixed-building/for-sale/6980/la-roche-en-ardenne/vbd34689,vbd34689,159 000 €,To be renovated,On contract,4,179 m²,No,,,,Partially equipped,Kitchenette,2,1,4,Fuel oil,Double glass,No,2,No,,No,,106 m²,
https://immovlan.be/en/detail/undetermined-property/for-sale/2850/boom/rbu65649,rbu65649,195 000 €,,,,84 m²,,,,,,,,,1,,Double glass,,3,,,,,86 m²,
https://immovlan.be/en/detail/studio/for-sale/4101/jemeppe/vbd36389,vbd36389,171 000 €,New,,1,45 m²,No,,,,Fully equipped,Western kitchen,1,1,1,,Double glass,Yes,2,No,,Yes,5 m²,,No
https://immovlan.be/en/detail/apartment/for-sale/3720/kortessem/rbu27188,rbu27188,268 000 €,New,,1,,,,,,,,1,,1,,Double glass,,,No,,Yes,9 m²,,
https://immovlan.be/en/detail/office-space/for-sale/4020/wandre/vbd47443,vbd47443,279 000 €,,,,,,,Yes,1,,,1,,,Gas,,,,,,,,340 m²,
https://immovlan.be/en/detail/investment-property/for-sale/1070/anderlecht/vbd46604,vbd46604,799 000 €,,,5,,,,,,,,,5,,Not specified,,,4,,,Yes,2 m²,,
https://immovlan.be/en/detail/residence/for-sale/9400/nederhasselt/rbu66250,rbu66250,414 000 €,New,,3,160 m²,No,,Yes,,Super equipped,,1,,2,Hot air,Double glass,No,3,Yes,,Yes,,707 m²,No
https://immovlan.be/en/detail/residence/for-sale/4300/waremme/vbc03310,vbc03310,290 333 €,New,,3,176 m²,,Yes,,,,,1,,2,,,,3,Yes,191 m²,Yes,,,
https://immovlan.be/en/detail/residence/for-sale/3581/beverlo/rbu60169,rbu60169,239 000 €,,On contract,3,146 m²,,,Yes,1,,,1,,2,,,No,2,Yes,,Yes,18 m²,702 m²,
https://immovlan.be/en/detail/residence/for-sale/3120/tremelo/rbu55943,rbu55943,835 000 €,,On contract,5,379 m²,,Yes,Yes,2,,,2,,2,Fuel oil,,No,4,Yes,,Yes,,2333 m²,
https://immovlan.be/en/detail/apartment/for-sale/4100/seraing/vbd39540,vbd39540,267 000 €,New,,2,95 m²,No,,,,,Independent,1,,1,Gas,Double glass,Yes,,No,,Yes,19 m²,,
https://immovlan.be/en/detail/commercial-building/for-sale/1340/ottignies/vbd43510,vbd43510,199 000 €,,On contract,,,,,,,,,,,1,Electricity,,No,,,,,,105 m²,
https://immovlan.be/en/detail/apartment/for-sale/8670/koksijde/rbu66851,rbu66851,275 000 €,To renovate,,3,79 m²,Yes,No,,,,,1,,,Gas,Double glass,Yes,,Yes,70 m²,Yes,,,
https://immovlan.be/en/detail/apartment/for-sale/1140/evere/vbd37890,vbd37890,366 200 €,New,,2,81 m²,,,,,,,,2,2,,,,2,Yes,,Yes,13 m²,,
https://immovlan.be/en/detail/residence/for-sale/6820/florenville/vwd14538,vwd14538,375 000 €,,,4,200 m²,,Yes,,,,,,,,Not specified,,,,Yes,,Yes,,11928 m²,
https://immovlan.be/en/detail/residence/for-sale/2380/ravels/rbu27647,rbu27647,449 000 €,,On contract,3,269 m²,No,Yes,Yes,1,,,1,,2,Gas,,No,3,Yes,,Yes,,1095 m²,
https://immovlan.be/en/detail/residence/for-sale/2320/hoogstraten/rbu65266,rbu65266,389 000 €,Normal,On contract,3,157 m²,No,Yes,Yes,1,Fully equipped,Western kitchen,2,,2,Gas,Double glass,,3,Yes,,Yes,36 m²,652 m²,
https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbd30376,vbd30376,245 000 €,,,2,70 m²,No,,,,,,1,,,Gas,,No,,No,,No,,,
https://immovlan.be/en/detail/residence/for-sale/5660/couvin/vbd48855,vbd48855,135 000 €,,On contract,4,,,Yes,,,,,,,,,,,,No,,Yes,,,
https://immovlan.be/en/detail/apartment/for-sale/1070/anderlecht/vbd45673,vbd45673,120 000 €,To renovate,Immediately,1,48 m²,Yes,,,,Partially equipped,Kitchenette,1,1,1,Gas,,Yes,,No,,Yes,10 m²,,No
https://immovlan.be/en/detail/residence/for-sale/2430/vorst/rbu62161,rbu62161,750 000 €,Normal,Negotiable,3,,No,,,,,,2,,2,Fuel oil,,No,4,Yes,,Yes,,4690 m²,Yes
https://immovlan.be/en/detail/residence/for-sale/1420/braine-l-alleud/vbd47324,vbd47324,949 000 €,Excellent,On contract,4,295 m²,No,,Yes,1,,,3,,4,Gas,,No,4,Yes,1060 m²,Yes,,1190 m²,No
https://immovlan.be/en/detail/residence/for-sale/2580/beerzel/rbu58985,rbu58985,550 000 €,Normal,,3,276 m²,,Yes,Yes,1,,,2,1,1,Gas,Double glass,No,4,Yes,,Yes,,1021 m²,No
https://immovlan.be/en/detail/apartment/for-sale/1348/louvain-la-neuve/vbd28658,vbd28658,364 000 €,New,,2,90 m²,No,,,,,,1,,1,Gas,Double glass,Yes,,No,,Yes,7 m²,,
https://immovlan.be/en/detail/land/for-sale/3630/maasmechelen/rbu51689,rbu51689,15 000 €,,On contract,,,,,,,,,,,,,,,,,,,,860 m²,
https://immovlan.be/en/detail/apartment/for-sale/2660/hoboken/rbu63095,rbu63095,198 000 €,New,On contract,1,50 m²,No,,,,,,1,,1,Gas,,No,2,Yes,,Yes,7 m²,,
https://immovlan.be/en/detail/land/for-sale/4140/dolembreux/vba56890,vba56890,170 000 €,,,,,,,,,,,,,,,,,,,,,,1310 m²,
https://immovlan.be/en/detail/apartment/for-sale/6700/arlon/vbd32693,vbd32693,179 000 €,Normal,,1,47 m²,No,,Yes,1,Super equipped,,1,1,1,Gas,,Yes,2,No,,No,,,No
https://immovlan.be/en/detail/apartment/for-sale/2018/antwerp/rbu60640,rbu60640,399 000 €,New,Immediately,2,135 m²,No,,,,,,1,,1,Gas,,Yes,2,No,,No,,,
https://immovlan.be/en/detail/apartment/for-sale/1090/jette/vbd49848,vbd49848,190 000 €,Normal,On contract,1,68 m²,,,,,,,1,,1,Gas,Double glass,No,,No,,No,,,No
https://immovlan.be/en/detail/residence/for-sale/1460/ittre/vbd49094,vbd49094,397 585 €,New,,3,152 m²,No,Yes,Yes,,,,1,,2,,Double glass,No,3,Yes,,Yes,19 m²,409 m²,No
https://immovlan.be/en/detail/apartment/for-sale/9800/deinze/rbu67261,rbu67261,380 000 €,New,,2,94 m²,No,,Yes,1,Super equipped,,1,,2,,Double glass,Yes,4,,,Yes,30 m²,,
https://immovlan.be/en/detail/residence/for-sale/3140/keerbergen/rbu56324,rbu56324,315 000 €,,,3,133 m²,,,,,,,,,,,,,4,No,,Yes,,1435 m²,
https://immovlan.be/en/detail/apartment/for-sale/6280/loverval/vbd41381,vbd41381,199 000 €,Normal,On contract,2,108 m²,No,,,,,,1,,,,,,2,No,,Yes,9 m²,,Yes
https://immovlan.be/en/detail/residence/for-sale/5360/hamois/vbd36295,vbd36295,385 000 €,Excellent,On contract,4,177 m²,,Yes,Yes,1,Fully equipped,Western kitchen,1,,2,Fuel oil,,No,4,Yes,,Yes,,1081 m²,
https://immovlan.be/en/detail/villa/for-sale/8530/harelbeke/rbu66728,rbu66728,1 650 000 €,Normal,On contract,4,520 m²,No,,Yes,2,,,3,,3,Not specified,,No,4,Yes,,Yes,,3667 m²,Yes
https://immovlan.be/en/detail/residence/for-sale/3580/beringen/rbu65754,rbu65754,295 000 €,Normal,,4,184 m²,No,,Yes,1,,,1,,,Fuel oil,,No,3,No,,No,,385 m²,
https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd49634,vbd49634,169 000 €,Normal,,2,80 m²,,No,,,,,1,,,Gas,Double glass,Yes,,No,,Yes,2 m²,,
https://immovlan.be/en/detail/triplex/for-sale/2018/antwerp/rbu64437,rbu64437,970 000 €,Excellent,,5,205 m²,,,Yes,8,,,3,,,,,Yes,2,Yes,,Yes,42 m²,,
https://immovlan.be/en/detail/parking/for-sale/2490/balen/rbu64358,rbu64358,20 000 €,,,,,,,,,,,,,,,,,,,,,,,
