url,Property ID,Price,State of the property,Availability,Number of bedrooms,Livable surface,Furnished,Attic,Garage,Number of garages,Kitchen equipment,Kitchen type,Number of bathrooms,Number of showers,Number of toilets,Type of heating,Type of glazing,Elevator,Number of facades,Garden,Surface garden,Terrace,Surface terrace,Total land surface,Swimming pool
https://immovlan.be/en/detail/apartment/for-sale/4570/marchin/vbd11333,vbd11333,250 000 €,New,,3,120 m²,No,,Yes,,Fully equipped,Western kitchen,2,1,2,Gas,Double glass,Yes,3,No,,No,,,No
https://immovlan.be/en/detail/studio/for-sale/4000/liege/vbc52841,vbc52841,175 000 €,New,,1,51 m²,,,Yes,,Fully equipped,Western kitchen,1,,1,Hot air,Double glass,Yes,4,No,,No,,,
https://immovlan.be/en/detail/residence/for-sale/9120/haasdonk/rbt29914,rbt29914,698 000 €,New,,4,225 m²,No,,Yes,1,,,2,,2,Not specified,,No,3,Yes,,Yes,,581 m²,
https://immovlan.be/en/detail/apartment/for-sale/5100/dave/vax62690,vax62690,244 000 €,New,On contract,2,,No,,,,Super equipped,,1,,,,Double glass,,,No,,Yes,,,
https://immovlan.be/en/detail/apartment/for-sale/1480/tubize/vba76143,vba76143,243 648 €,,,1,73 m²,,,Yes,,,,1,1,1,,Double glass,Yes,2,No,,Yes,17 m²,,No
https://immovlan.be/en/detail/apartment/for-sale/6460/chimay/vbc69791,vbc69791,334 700 €,,,2,114 m²,No,,Yes,,,,1,,,,,,2,Yes,70 m²,Yes,16 m²,,
https://immovlan.be/en/detail/residence/for-sale/7000/mons/vbd37449,vbd37449,455 000 €,New,Negotiable,3,146 m²,No,Yes,Yes,,,,1,1,,Not specified,,No,,Yes,,Yes,,527 m²,
https://immovlan.be/en/detail/mixed-building/for-sale/9600/ronse/rbu57180,rbu57180,245 000 €,To be renovated,,4,309 m²,,Yes,,,Fully equipped,Western kitchen,1,,2,Gas,Double glass,,4,No,,Yes,,120 m²,
https://immovlan.be/en/detail/residence/for-sale/6850/paliseul/vbd22062,vbd22062,279 000 €,New,,3,130 m²,No,,Yes,1,,,1,1,2,Electricity,Triple glass,No,2,Yes,40 m²,Yes,12 m²,182 m²,No
https://immovlan.be/en/detail/residence/for-sale/3500/hasselt/rbu58369,rbu58369,339 500 €,Normal,On contract,3,146 m²,No,,,,,,1,,2,Gas,,No,2,Yes,,Yes,,150 m²,
https://immovlan.be/en/detail/villa/for-sale/3680/maaseik/rbu48959,rbu48959,425 000 €,Normal,,5,278 m²,,Yes,Yes,1,,,1,,,,,,4,Yes,,Yes,,1500 m²,
https://immovlan.be/en/detail/investment-property/for-sale/1000/brussels/vbd45247,vbd45247,1 950 000 €,Excellent,On contract,10,,,,,,,,10,10,10,,Double glass,No,2,Yes,30 m²,Yes,1 m²,125 m²,
https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbd30375,vbd30375,245 000 €,,,2,70 m²,No,,,,,,1,,1,Gas,,No,,No,,Yes,,,
https://immovlan.be/en/detail/apartment/for-sale/4620/fleron/vbd45491,vbd45491,192 000 €,New,On contract,1,57 m²,,,Yes,,,,1,,1,,,,,No,,Yes,9 m²,,
https://immovlan.be/en/detail/office-space/for-sale/5190/saint-martin/vbd47307,vbd47307,199 000 €,Normal,,,,,,,,,,,,4,Gas,,No,,,,,,1290 m²,
https://immovlan.be/en/detail/garage/for-sale/8430/middelkerke/rbu43420,rbu43420,60 000 €,,On contract,,,,,,,,,,,,,,,,,,,,20 m²,
https://immovlan.be/en/detail/residence/for-sale/9340/lede/rbu67257,rbu67257,529 000 €,New,,3,181 m²,No,,Yes,1,Super equipped,,1,1,2,Hot air,Double glass,No,3,Yes,234 m²,Yes,32 m²,367 m²,
https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbd45629,vbd45629,355 700 €,New,,2,85 m²,No,,Yes,,Super equipped,,1,1,1,,Double glass,No,2,No,,Yes,5 m²,,No
https://immovlan.be/en/detail/garage/for-sale/8480/ichtegem/rbu50339,rbu50339,29 950 €,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/4430/ans/vaz50062,vaz50062,312 100 €,New,,2,98 m²,,,,,,,1,,,,,,,,,Yes,12 m²,,
https://immovlan.be/en/detail/apartment/for-sale/5030/gembloux/vbc94462,vbc94462,370 000 €,New,,2,,No,No,,,,,,1,1,Not specified,,Yes,,,,Yes,,,
https://immovlan.be/en/detail/apartment/for-sale/3582/koersel/rbu57314,rbu57314,339 000 €,New,Immediately,3,106 m²,No,,,,,,1,,1,,,Yes,3,No,,Yes,17 m²,,
https://immovlan.be/en/detail/ground-floor/for-sale/4031/angleur/vbd49909,vbd49909,,New,,2,80 m²,No,,Yes,,Fully equipped,Western kitchen,1,,2,,Double glass,Yes,2,Yes,40 m²,Yes,15 m²,,
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd44212,vbd44212,270 471 €,New,,2,79 m²,No,,Yes,,,,1,,1,Gas,Double glass,Yes,,No,,Yes,19 m²,,
https://immovlan.be/en/detail/apartment/for-sale/1080/sint-jans-molenbeek/vbd46235,vbd46235,199 000 €,Normal,,2,67 m²,No,,,,Partially equipped,Kitchenette,,1,1,Gas,Double glass,No,2,No,,No,,,No
https://immovlan.be/en/detail/office-space/for-sale/1790/affligem/rbe25584,rbe25584,661 730 €,New,,,,,,,,,,,,,,,,,,,,,490 m²,
https://immovlan.be/en/detail/ground-floor/for-sale/4620/fleron/vbd45495,vbd45495,188 000 €,New,On contract,1,60 m²,,,Yes,,,,1,,1,,,,,No,,Yes,11 m²,,
https://immovlan.be/en/detail/residence/for-sale/5590/sovet/vbd32032,vbd32032,295 000 €,,Immediately,3,,,Yes,Yes,,,,,,,,,,,No,,No,,,
https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbb60647,vbb60647,210 000 €,New,,1,68 m²,,,Yes,,,,,1,1,,,,,Yes,,Yes,5 m²,,
https://immovlan.be/en/detail/investment-property/for-sale/5000/namur/vbd47981,vbd47981,250 000 €,To renovate,,3,,,,,,,,3,,,,,,2,Yes,,Yes,,,
https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43218,vbd43218,274 000 €,New,,2,88 m²,,,,,,,,,,Not specified,,,,Yes,54 m²,Yes,9 m²,,
https://immovlan.be/en/detail/residence/for-sale/8530/harelbeke/rbu60607,rbu60607,189 000 €,To be renovated,On contract,3,185 m²,No,Yes,Yes,1,,,1,,1,Not specified,,No,3,Yes,147 m²,No,,343 m²,
https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbu65642,rbu65642,246 000 €,To be renovated,,2,74 m²,,,,,,,2,,1,,Double glass,Yes,2,No,,Yes,8 m²,,
https://immovlan.be/en/detail/residence/for-sale/8620/ramskapelle/rbu13317,rbu13317,395 400 €,,,3,168 m²,,Yes,,,,,1,,2,,,,,Yes,248 m²,No,,,
https://immovlan.be/en/detail/ground-floor/for-sale/6600/bastogne/vba57831,vba57831,314 000 €,New,,2,100 m²,,,,,,,1,,,,,,3,Yes,114 m²,Yes,12 m²,,
https://immovlan.be/en/detail/apartment/for-sale/3970/leopoldsburg/rbo27610,rbo27610,260 000 €,New,,1,80 m²,,,,,,,1,,1,,Double glass,No,,,,Yes,14 m²,,
https://immovlan.be/en/detail/investment-property/for-sale/2300/turnhout/rbu60982,rbu60982,660 000 €,Normal,Immediately,7,,,,,,,,4,,,Gas,,No,2,,,Yes,,120 m²,
https://immovlan.be/en/detail/apartment/for-sale/6724/houdemont/vbc11390,vbc11390,329 000 €,New,,2,92 m²,No,,,,Super equipped,,1,,1,Gas,,Yes,4,Yes,35 m²,Yes,18 m²,,
https://immovlan.be/en/detail/apartment/for-sale/1082/berchem-sainte-agathe/vbd48907,vbd48907,320 000 €,New,On contract,2,97 m²,No,,Yes,,Super equipped,,1,1,2,,Double glass,Yes,3,No,,Yes,3 m²,,No
https://immovlan.be/en/detail/residence/for-sale/2870/puurs/rbu58891,rbu58891,480 000 €,New,,3,182 m²,No,Yes,Yes,,,,1,,2,Electricity,,No,3,Yes,173 m²,Yes,13 m²,347 m²,
https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbd50028,vbd50028,,New,,3,109 m²,No,,Yes,1,Super equipped,,2,1,2,Hot air,Double glass,Yes,2,Yes,,Yes,4 m²,,No
https://immovlan.be/en/detail/apartment/for-sale/1420/braine-l-alleud/vbd03804,vbd03804,387 000 €,,,2,103 m²,,,,,,,1,,,,,,,,,Yes,15 m²,,
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbc91676,vbc91676,395 000 €,,,2,90 m²,No,,,,,,1,,,,Double glass,Yes,4,,,Yes,12 m²,,No
https://immovlan.be/en/detail/apartment/for-sale/1480/tubize/vbc83601,vbc83601,271 000 €,New,,2,98 m²,,,,,Super equipped,,,,,,,Yes,2,No,,Yes,8 m²,,
https://immovlan.be/en/detail/residence/for-sale/4845/jalhay/vbd44908,vbd44908,159 000 €,New,On contract,3,,,,Yes,1,,,1,,,,,No,4,,,Yes,,1434 m²,No
https://immovlan.be/en/detail/apartment/for-sale/1933/sterrebeek/vbc94364,vbc94364,1 215 000 €,New,On contract,2,157 m²,No,,,,Super equipped,,1,1,2,,Double glass,Yes,2,No,,Yes,30 m²,,No
https://immovlan.be/en/detail/residence/for-sale/9810/nazareth/rbu60078,rbu60078,340 000 €,To be renovated,Immediately,3,184 m²,No,Yes,Yes,2,Fully equipped,Western kitchen,1,1,2,Fuel oil,Double glass,No,3,Yes,287 m²,Yes,47 m²,656 m²,No
https://immovlan.be/en/detail/residence/for-sale/3870/heers/rbu56251,rbu56251,319 000 €,,,3,173 m²,,Yes,Yes,,,,1,,1,Gas,Double glass,,4,Yes,,Yes,,1605 m²,
https://immovlan.be/en/detail/residence/for-sale/2830/willebroek/rbu61040,rbu61040,349 000 €,New,,2,120 m²,,Yes,,,,,1,,2,,,,2,Yes,,No,,189 m²,
https://immovlan.be/en/detail/residence/for-sale/5600/jamiolle/vbd11581,vbd11581,135 000 €,Normal,On contract,2,126 m²,No,,,,,,,1,1,Gas,,No,3,Yes,,No,,,
https://immovlan.be/en/detail/apartment/for-sale/4170/comblain-au-pont/vbd46697,vbd46697,183 500 €,Normal,On contract,2,79 m²,No,,,,Fully equipped,Western kitchen,1,1,1,,Double glass,No,3,,,No,,,No
https://immovlan.be/en/detail/apartment/for-sale/5100/dave/vax62702,vax62702,260 000 €,New,On contract,2,,No,,,,Super equipped,,1,,,,Double glass,,,No,,Yes,,,
https://immovlan.be/en/detail/residence/for-sale/6560/solre-sur-sambre/rbu62400,rbu62400,80 000 €,To be renovated,Immediately,3,235 m²,No,Yes,Yes,1,,,1,,1,Coal,,No,3,No,,Yes,30 m²,280 m²,
https://immovlan.be/en/detail/loft/for-sale/1030/schaarbeek/vbd48733,vbd48733,595 000 €,To renovate,On contract,1,440 m²,No,,Yes,1,Super equipped,,2,1,2,,,No,4,Yes,,Yes,220 m²,,Yes
https://immovlan.be/en/detail/duplex/for-sale/1050/elsene/vbd45784,vbd45784,395 000 €,Normal,,2,104 m²,No,Yes,,,,,1,,1,Gas,,No,2,No,,No,,,No
https://immovlan.be/en/detail/residence/for-sale/1730/mollem/rbu51210,rbu51210,198 000 €,To be renovated,On contract,2,153 m²,No,,,,,,1,,1,Fuel oil,,No,2,Yes,143 m²,Yes,15 m²,261 m²,
https://immovlan.be/en/detail/residence/for-sale/7390/quaregnon/vbd47486,vbd47486,155 000 €,Normal,,2,143 m²,,,,,,,1,,2,Fuel oil,Double glass,,4,Yes,,Yes,,,
https://immovlan.be/en/detail/apartment/for-sale/2660/hoboken/rbu61415,rbu61415,264 500 €,New,On contract,2,86 m²,No,,Yes,1,,,1,,,,,Yes,2,No,,Yes,,,
https://immovlan.be/en/detail/apartment/for-sale/1480/tubize/vbd37010,vbd37010,203 000 €,New,,1,67 m²,,,,,,,,,,,,Yes,3,No,,Yes,6 m²,,
https://immovlan.be/en/detail/apartment/for-sale/2200/noorderwijk/rbu61016,rbu61016,269 000 €,New,Immediately,1,82 m²,No,,,,,,1,,1,,,Yes,4,Yes,18 m²,Yes,10 m²,,
https://immovlan.be/en/detail/apartment/for-sale/6800/libramont-chevigny/vbd46741,vbd46741,189 000 €,Normal,Immediately,2,75 m²,No,,Yes,1,Partially equipped,Kitchenette,1,1,1,,Double glass,Yes,2,No,,Yes,1 m²,,No
https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd39531,vbd39531,395 000 €,New,Immediately,3,125 m²,No,,,,,,,,,,,,,No,,Yes,22 m²,,
https://immovlan.be/en/detail/apartment/for-sale/2240/zandhoven/rbu66671,rbu66671,400 000 €,New,Immediately,2,95 m²,No,,Yes,,,,1,,1,,,Yes,2,No,,Yes,22 m²,,
https://immovlan.be/en/detail/land/for-sale/9570/lierde/rbu65229,rbu65229,257 500 €,,,,,,,,,,,,,,,,,,,,,,1440 m²,
https://immovlan.be/en/detail/commercial-building/for-sale/1480/tubize/vbd44151,vbd44151,190 000 €,,On contract,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd32587,vbd32587,280 000 €,New,,3,107 m²,,,,,,,,,,,,Yes,2,No,,Yes,20 m²,,
https://immovlan.be/en/detail/residence/for-sale/5336/courriere/vbd41515,vbd41515,275 000 €,To be renovated,On contract,3,180 m²,No,Yes,Yes,1,Fully equipped,Western kitchen,1,1,2,Fuel oil,Double glass,No,4,Yes,763 m²,Yes,,906 m²,No
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbc71240,vbc71240,,New,,1,67 m²,No,,,,,,1,,1,Hot air,Double glass,Yes,4,No,,Yes,8 m²,,No
https://immovlan.be/en/detail/ground-floor/for-sale/3500/hasselt/raq68073,raq68073,363 000 €,New,,2,120 m²,,,,,,,1,,,,,Yes,,Yes,30 m²,Yes,14 m²,,
https://immovlan.be/en/detail/development-site/for-sale/6997/erezee/vbd34837,vbd34837,75 000 €,,Immediately,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/1348/louvain-la-neuve/vbd28638,vbd28638,434 000 €,New,,2,97 m²,No,,,,,,2,,2,Gas,Double glass,Yes,,No,,Yes,9 m²,,
https://immovlan.be/en/detail/residence/for-sale/7000/mons/vbd37450,vbd37450,385 000 €,New,Negotiable,3,148 m²,No,Yes,Yes,,,,1,1,,Not specified,,No,2,Yes,,Yes,,389 m²,
https://immovlan.be/en/detail/investment-property/for-sale/1000/brussels/vbd49928,vbd49928,1 100 000 €,,On contract,5,,,,,,,,4,,5,Gas,,No,2,,,,,,
https://immovlan.be/en/detail/land/for-sale/7600/peruwelz/vbd43600,vbd43600,27 000 €,,On contract,,,,,,,,,,,,,,,,,,,,6837 m²,
https://immovlan.be/en/detail/development-site/for-sale/9880/aalter/rbt20513,rbt20513,195 500 €,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/ground-floor/for-sale/2350/vosselaar/rbr90700,rbr90700,292 000 €,New,Immediately,1,73 m²,No,,,,Super equipped,,1,,,,,Yes,3,No,,Yes,42 m²,,
https://immovlan.be/en/detail/land/for-sale/6180/courcelles/vbd48615,vbd48615,45 000 €,,On contract,,,,,,,,,,,,,,,,,,,,562 m²,
https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbd35777,vbd35777,430 000 €,New,,2,98 m²,No,,Yes,1,Super equipped,,1,,2,,Double glass,Yes,,No,,Yes,9 m²,,No
https://immovlan.be/en/detail/commercial-building/for-sale/9300/aalst/rbu67333,rbu67333,290 000 €,To be renovated,On contract,4,,,,,,,,4,,5,Electricity,,No,,,,,,178 m²,
https://immovlan.be/en/detail/residence/for-sale/8020/waardamme/rbu60577,rbu60577,371 500 €,New,,3,130 m²,,,,,,,1,,2,,,,3,Yes,,No,,269 m²,
https://immovlan.be/en/detail/apartment/for-sale/1083/ganshoren/vbd48975,vbd48975,259 000 €,Normal,On contract,2,75 m²,No,,Yes,1,Super equipped,,1,4,1,Fuel oil,Double glass,Yes,2,No,,Yes,17 m²,,No
https://immovlan.be/en/detail/residence/for-sale/1480/tubize/rbu48960,rbu48960,395 000 €,Excellent,Immediately,2,202 m²,No,Yes,Yes,,,,2,,3,,Double glass,No,,Yes,,Yes,,,Yes
https://immovlan.be/en/detail/land/for-sale/4140/dolembreux/vba56874,vba56874,145 000 €,,,,,,,,,,,,,,,,,,,,,,915 m²,
https://immovlan.be/en/detail/residence/for-sale/9800/deinze/rbu44626,rbu44626,574 500 €,,,3,184 m²,,Yes,Yes,,,,1,,2,,,,,Yes,117 m²,Yes,12 m²,,
https://immovlan.be/en/detail/to-parcel-out-site/for-sale/1480/tubize/vbd29228,vbd29228,250 000 €,,On contract,,,,,,,,,,,,,,,,,,,,1153 m²,
https://immovlan.be/en/detail/residence/for-sale/1030/schaarbeek/vwd15571,vwd15571,1 275 000 €,Excellent,On contract,5,355 m²,,,,,Super equipped,Western kitchen,3,,,Gas,Double glass,,2,Yes,,Yes,30 m²,140 m²,
https://immovlan.be/en/detail/residence/for-sale/5541/hastiere-par-dela/vbd32970,vbd32970,110 000 €,Normal,Immediately,2,65 m²,No,Yes,,,,,1,,1,,Double glass,No,,Yes,42 m²,Yes,15 m²,,
https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu61511,rbu61511,264 000 €,Normal,On contract,3,110 m²,No,,Yes,1,Super equipped,,1,,1,Gas,Double glass,Yes,2,No,,Yes,11 m²,,No
https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbb60595,vbb60595,215 665 €,New,,1,69 m²,,,,,,,,1,1,,,,,Yes,,Yes,,,
https://immovlan.be/en/detail/residence/for-sale/9660/brakel/rbu65778,rbu65778,1 950 000 €,Normal,On contract,5,519 m²,No,Yes,Yes,1,,,2,1,4,Fuel oil,,No,4,Yes,,Yes,,6044 m²,Yes
https://immovlan.be/en/detail/residence/for-sale/6921/chanly/vbd25899,vbd25899,90 000 €,To be renovated,,3,115 m²,No,,Yes,1,,,1,,1,,,No,4,No,,No,,,
https://immovlan.be/en/detail/residence/for-sale/9800/deinze/rbt64192,rbt64192,428 283 €,New,On contract,3,194 m²,No,,Yes,1,Super equipped,,1,,2,Hot air,Double glass,,3,Yes,141 m²,,,267 m²,
https://immovlan.be/en/detail/apartment/for-sale/8370/blankenberge/rwc41048,rwc41048,348 800 €,Excellent,On contract,3,115 m²,,,Yes,,Fully equipped,,,,,Electricity,Double glass,,,Yes,,Yes,,,
https://immovlan.be/en/detail/apartment/for-sale/9052/zwijnaarde/rbu59623,rbu59623,419 368 €,New,,2,100 m²,No,,Yes,,Super equipped,,1,,1,Hot air,Double glass,Yes,2,Yes,,Yes,11 m²,,No
https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbu38608,rbu38608,100 000 €,To be renovated,On contract,2,165 m²,,Yes,,,Fully equipped,Western kitchen,1,,2,,Double glass,,2,Yes,180 m²,Yes,16 m²,260 m²,
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbc91681,vbc91681,380 000 €,,,2,91 m²,No,,,,,,1,,,,Double glass,,4,,,Yes,13 m²,,No
https://immovlan.be/en/detail/apartment/for-sale/8630/veurne/rbu65163,rbu65163,360 000 €,,,2,119 m²,,,,,,,,,1,,,Yes,,No,,Yes,32 m²,,
https://immovlan.be/en/detail/apartment/for-sale/8660/de-panne/rbu64928,rbu64928,219 000 €,Normal,,2,65 m²,No,No,Yes,,,,1,,,Gas,,Yes,,No,,Yes,,,
https://immovlan.be/en/detail/residence/for-sale/3580/beringen/rbu64841,rbu64841,398 000 €,Excellent,On contract,5,233 m²,No,Yes,,,Super equipped,,1,,2,,Double glass,No,4,Yes,,Yes,,629 m²,
https://immovlan.be/en/detail/commercial-building/for-sale/6460/chimay/vbd49861,vbd49861,650 000 €,,On contract,3,,,,,,,,1,,4,Not specified,,No,,,,Yes,35 m²,830 m²,
https://immovlan.be/en/detail/apartment/for-sale/6790/aubange/vbc80161,vbc80161,195 000 €,,,1,75 m²,No,,Yes,1,,,1,,1,Fuel oil,,No,4,No,,No,,,
https://immovlan.be/en/detail/development-site/for-sale/3590/diepenbeek/rbu62334,rbu62334,137 500 €,,,,,,,,,,,,,,,,,,,,,,719 m²,
https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbb60614,vbb60614,255 000 €,New,,2,89 m²,,,Yes,,,,,1,1,,,,,Yes,,Yes,6 m²,,
https://immovlan.be/en/detail/residence/for-sale/1090/jette/vbd36952,vbd36952,440 000 €,To be renovated,On contract,5,225 m²,No,Yes,,,,,3,,3,,,No,2,Yes,,Yes,30 m²,120 m²,
https://immovlan.be/en/detail/residence/for-sale/6838/corbion/vbb03153,vbb03153,95 000 €,,,3,105 m²,No,Yes,,,,,,1,1,Fuel oil,,No,3,Yes,119 m²,No,,132 m²,
https://immovlan.be/en/detail/apartment/for-sale/2440/geel/rbu51375,rbu51375,435 700 €,New,Immediately,3,140 m²,No,,Yes,,,,1,1,,,,Yes,2,No,,Yes,13 m²,,
https://immovlan.be/en/detail/residence/for-sale/2480/dessel/rbu60934,rbu60934,299 000 €,,,4,222 m²,No,,Yes,2,,,1,,2,Fuel oil,,No,4,Yes,,Yes,,725 m²,
https://immovlan.be/en/detail/residence/for-sale/1332/genval/vbd41969,vbd41969,535 000 €,Normal,On contract,3,131 m²,No,Yes,Yes,1,Super equipped,,1,,2,Fuel oil,Double glass,No,4,Yes,550 m²,Yes,10 m²,550 m²,No
https://immovlan.be/en/detail/residence/for-sale/3910/neerpelt/rbu59451,rbu59451,339 000 €,Normal,Immediately,3,170 m²,No,,,,,,1,,2,,,No,3,Yes,,Yes,,329 m²,
https://immovlan.be/en/detail/residence/for-sale/3740/beverst/rbu43424,rbu43424,569 000 €,,,4,295 m²,,,Yes,,,,2,,,Wood,Double glass,,,Yes,,No,,2110 m²,
https://immovlan.be/en/detail/residence/for-sale/2200/noorderwijk/rbu65831,rbu65831,459 000 €,New,Immediately,3,198 m²,No,,,,,,1,,2,,,No,3,Yes,,Yes,10 m²,130 m²,
https://immovlan.be/en/detail/apartment/for-sale/9950/waarschoot/rbu65536,rbu65536,249 000 €,Excellent,,2,103 m²,,,Yes,1,,,1,,1,Gas,Double glass,Yes,2,No,,Yes,,,
https://immovlan.be/en/detail/residence/for-sale/4920/aywaille/vbd30202,vbd30202,325 000 €,,On contract,4,180 m²,Yes,,Yes,1,,Independent,1,,2,,Double glass,No,4,Yes,1636 m²,Yes,,1636 m²,No
https://immovlan.be/en/detail/apartment/for-sale/1200/sint-lambrechts-woluwe/vbd47315,vbd47315,270 000 €,Normal,On contract,1,74 m²,No,,Yes,1,,,1,,1,Gas,Double glass,Yes,,No,,Yes,7 m²,,No
https://immovlan.be/en/detail/apartment/for-sale/8670/sint-idesbald/rbh62694,rbh62694,695 000 €,New,,3,168 m²,,,,,Fully equipped,,2,,,,,No,,,,Yes,,,
https://immovlan.be/en/detail/residence/for-sale/6500/leugnies/vbd45578,vbd45578,260 000 €,,,2,100 m²,No,,Yes,,,,1,,1,Fuel oil,,No,,No,,Yes,,,
https://immovlan.be/en/detail/apartment/for-sale/3970/leopoldsburg/rbo27643,rbo27643,225 000 €,New,,1,66 m²,,,,,,,1,,1,,Double glass,No,,,,Yes,17 m²,,
https://immovlan.be/en/detail/land/for-sale/7390/quaregnon/vbc90087,vbc90087,59 999 €,,Immediately,,,,,,,,,,,,,,,,,,,,700 m²,
https://immovlan.be/en/detail/apartment/for-sale/2360/oud-turnhout/rbu57639,rbu57639,513 190 €,New,Immediately,3,152 m²,No,,,,,,1,,1,,,Yes,2,No,,Yes,54 m²,,
https://immovlan.be/en/detail/land/for-sale/2300/turnhout/rbu60971,rbu60971,195 000 €,,On contract,,,,,,,,,,,,,,,,,,,,603 m²,
https://immovlan.be/en/detail/villa/for-sale/6500/barbencon/vbd45332,vbd45332,338 000 €,,,4,360 m²,,,Yes,,,,1,2,,Fuel oil,,,4,Yes,3800 m²,Yes,60 m²,3938 m²,
https://immovlan.be/en/detail/residence/for-sale/9820/merelbeke/rbu24077,rbu24077,524 000 €,New,,4,183 m²,,,,,,,,,,,Double glass,,3,Yes,,No,,291 m²,
https://immovlan.be/en/detail/residence/for-sale/1332/genval/vbd30026,vbd30026,425 000 €,Excellent,,3,131 m²,No,,,,Fully equipped,Western kitchen,1,,1,Gas,Double glass,No,2,Yes,99 m²,Yes,,159 m²,No
https://immovlan.be/en/detail/apartment/for-sale/1480/tubize/vbc83680,vbc83680,220 000 €,New,,2,85 m²,,,,,Super equipped,,,,,,,Yes,4,No,,Yes,20 m²,,
https://immovlan.be/en/detail/residence/for-sale/4980/trois-ponts/vbc76169,vbc76169,135 000 €,Normal,,2,52 m²,Yes,,,,,,1,1,2,Gas,Double glass,,3,,,Yes,,32 m²,
https://immovlan.be/en/detail/cottage/for-sale/8570/anzegem/rbu60207,rbu60207,440 000 €,To be renovated,On contract,3,200 m²,No,Yes,,,Fully equipped,Western kitchen,1,1,1,,Simple glass,No,4,Yes,,Yes,,2755 m²,No
https://immovlan.be/en/detail/villa/for-sale/1340/ottignies-louvain-la-neuve/vbd40734,vbd40734,620 000 €,Normal,On contract,4,215 m²,,,Yes,1,Super equipped,,2,1,2,,Double glass,No,4,Yes,,Yes,30 m²,1035 m²,No
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd42066,vbd42066,267 000 €,New,,1,68 m²,,,,,,,,,,,,,,No,,Yes,10 m²,,
https://immovlan.be/en/detail/apartment/for-sale/3600/genk/rbu58999,rbu58999,309 000 €,Normal,,3,119 m²,No,,Yes,,,,1,,,Gas,,Yes,,No,,Yes,,,
https://immovlan.be/en/detail/residence/for-sale/7500/tournai/vbd46561,vbd46561,95 000 €,To be renovated,,,110 m²,No,,,,,,,,,Not specified,,No,2,No,,No,,230 m²,
https://immovlan.be/en/detail/residence/for-sale/1421/ophain-bois-seigneur-isaac/vbd38967,vbd38967,440 000 €,Normal,On contract,3,190 m²,No,Yes,,,Fully equipped,Western kitchen,1,1,2,Gas,Double glass,No,2,Yes,375 m²,Yes,,480 m²,No
https://immovlan.be/en/detail/apartment/for-sale/4400/flemalle-grande/vbb79369,vbb79369,,New,,1,60 m²,,,,,Super equipped,,,,1,Gas,Double glass,,4,No,,Yes,,,
https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbb60623,vbb60623,205 000 €,New,,1,68 m²,,,,,,,,1,1,,,,,Yes,,Yes,6 m²,,
https://immovlan.be/en/detail/villa/for-sale/1560/hoeilaart/rbu33974,rbu33974,625 000 €,To be renovated,On contract,4,298 m²,No,Yes,Yes,1,,,1,1,2,Gas,,No,4,Yes,350 m²,Yes,36 m²,625 m²,
https://immovlan.be/en/detail/residence/for-sale/2500/koningshooikt/rbu65790,rbu65790,349 000 €,Normal,,3,207 m²,No,Yes,Yes,,,,1,,1,Gas,,No,3,Yes,85 m²,Yes,10 m²,222 m²,
https://immovlan.be/en/detail/residence/for-sale/8460/oudenburg/rbu60558,rbu60558,159 000 €,Excellent,,2,191 m²,No,Yes,,,,,1,,,,,,2,Yes,,Yes,,,
https://immovlan.be/en/detail/residence/for-sale/9870/zulte/rbu60600,rbu60600,298 000 €,To be renovated,On contract,1,114 m²,No,,,,,,,,,Not specified,,No,,Yes,,No,,3433 m²,
https://immovlan.be/en/detail/residence/for-sale/5574/pondrome/vbd36462,vbd36462,240 000 €,,On contract,5,,,Yes,,,,,,,,Fuel oil,,,4,Yes,,Yes,,950 m²,
https://immovlan.be/en/detail/parking/for-sale/3600/genk/rbu66920,rbu66920,19 000 €,Normal,On contract,,,,,,,,,,,,,,,,,,,,,
